sexo,edad,escol,Tam_loc,wvs_agg_child_qualities_autonomy_self_expression,wvs_agg_child_qualities_conformity_tradition,wvs_agg_child_qualities_prosocial_diligence,wvs_agg_civic_dishonesty_tolerance,wvs_agg_confidence_in_domestic_institutions,wvs_agg_confidence_in_international_organizations,wvs_agg_economic_ideology,wvs_agg_gender_role_traditionalism,wvs_agg_importance_of_life_domains,wvs_agg_job_scarcity_gender_discrimination,wvs_agg_job_scarcity_nativist_preference,wvs_agg_life_autonomy_morality_permissiveness,wvs_agg_offline_political_participation,wvs_agg_postmaterialist_values,wvs_agg_religious_belief,wvs_agg_religious_practice_and_self_identification,wvs_agg_sexual_and_reproductive_morality_permissiveness,wvs_agg_social_intolerance_deviant_behavior,wvs_agg_social_intolerance_outgroups,wvs_agg_societal_change_attitudes,wvs_agg_subjective_wellbeing,wvs_agg_voluntary_association_belonging
1,55-64,,4,1.0,5.5,1.0,5.75,8.363636363636363,10.0,5.5,1.0,6.3999999999999995,5.5,,3.6666666666666665,1.0,3.25,3.25,2.2857142857142856,4.666666666666667,10.0,1.0,10.0,5.666666666666668,2.2857142857142856
2,35-44,,4,4.0,1.0,1.0,4.0,3.7272727272727275,7.0,6.75,1.0,6.3999999999999995,1.0,1.0,4.0,5.5,5.5,3.025,2.2857142857142856,4.333333333333333,1.0,3.25,10.0,6.0,1.0
1,35-44,,4,4.0,3.25,4.0,2.5,6.181818181818182,1.0,5.5,1.0,6.3999999999999995,5.5,1.0,5.0,1.0,7.75,3.025,1.6428571428571428,5.0,10.0,3.25,10.0,5.666666666666668,2.2857142857142856
1,19-24,,4,4.0,1.0,1.0,6.75,7.0,7.0,6.5,4.0,4.6,10.0,10.0,4.333333333333333,1.0,3.25,3.025,1.6428571428571428,4.0,1.0,1.0,10.0,5.0,1.0
1,19-24,,4,4.0,1.0,1.0,4.0,6.7272727272727275,7.0,5.5,1.0,2.8,5.5,1.0,6.333333333333333,1.0,5.5,3.025,5.5,5.0,10.0,3.25,1.0,4.333333333333333,1.0
1,65+,,4,4.0,1.0,1.0,3.75,4.545454545454545,10.0,6.0,4.0,6.3999999999999995,1.0,1.0,1.6666666666666667,3.25,5.5,3.475,2.2857142857142856,3.0,10.0,3.25,10.0,5.0,1.0
2,19-24,,4,4.0,1.0,4.0,3.75,3.7272727272727275,4.0,7.25,4.0,2.8,1.0,5.5,6.0,5.5,5.5,3.475,6.142857142857142,2.0,10.0,3.25,10.0,5.333333333333333,1.0
2,25-34,,4,4.0,3.25,1.0,6.25,4.818181818181818,10.0,5.5,1.0,4.6,5.5,5.5,6.5,1.0,3.25,3.475,2.2857142857142856,1.3333333333333333,1.0,5.5,1.0,4.0,1.0
1,19-24,,4,7.0,1.0,4.0,5.0,4.0,7.0,7.5,1.0,2.8,5.5,1.0,3.333333333333334,7.75,7.75,3.25,3.571428571428571,4.666666666666667,10.0,3.25,10.0,5.0,1.0
1,35-44,,4,1.0,3.25,4.0,6.0,4.0,7.0,6.25,1.0,10.0,5.5,1.0,4.0,1.0,7.75,3.9250000000000003,2.2857142857142856,2.0,10.0,5.5,10.0,5.333333333333333,1.0
2,19-24,,4,4.0,3.25,4.0,5.0,5.363636363636363,7.0,6.0,1.0,6.3999999999999995,1.0,1.0,5.0,3.25,7.75,3.025,2.9285714285714284,3.333333333333334,10.0,5.5,10.0,4.666666666666667,1.0
2,19-24,,4,7.0,7.75,4.0,4.25,8.363636363636363,10.0,3.75,4.0,4.6,1.0,1.0,3.0,5.5,3.25,2.575,2.9285714285714284,4.0,1.0,3.25,5.5,6.333333333333333,1.0
1,25-34,,4,4.0,1.0,7.0,4.75,6.454545454545455,7.0,5.75,1.0,6.3999999999999995,5.5,5.5,4.666666666666667,1.0,7.75,3.025,3.571428571428571,3.0,10.0,7.75,1.0,5.333333333333333,4.857142857142857
1,25-34,,4,4.0,5.5,4.0,5.75,5.090909090909092,7.0,6.5,1.0,6.3999999999999995,1.0,1.0,5.0,1.0,5.5,3.025,1.6428571428571428,3.333333333333334,10.0,3.25,1.0,5.0,1.0
1,35-44,,4,1.0,1.0,4.0,5.0,6.181818181818182,7.0,6.5,4.0,4.6,1.0,1.0,3.6666666666666665,1.0,7.75,3.025,4.214285714285714,3.0,10.0,3.25,1.0,4.666666666666667,1.0
1,65+,,4,4.0,1.0,1.0,5.75,6.7272727272727275,7.0,4.5,4.0,1.0,1.0,1.0,7.666666666666667,3.25,3.25,2.3499999999999996,4.214285714285714,5.666666666666668,1.0,3.25,1.0,5.333333333333333,1.0
2,45-54,,4,4.0,5.5,1.0,5.0,5.363636363636363,7.0,6.75,7.0,4.6,1.0,1.0,5.666666666666668,3.25,3.25,3.475,3.571428571428571,2.6666666666666665,1.0,1.0,1.0,5.666666666666668,1.0
1,25-34,,4,1.0,3.25,4.0,2.5,6.7272727272727275,7.0,6.5,4.0,4.6,5.5,5.5,,5.5,5.5,3.25,3.571428571428571,3.0,1.0,1.0,10.0,6.0,2.2857142857142856
1,45-54,,4,7.0,7.75,10.0,2.75,5.909090909090908,7.0,6.25,1.0,6.3999999999999995,5.5,1.0,5.666666666666668,1.0,5.5,3.025,5.5,2.3333333333333335,1.0,1.0,1.0,5.333333333333333,1.0
1,25-34,,4,4.0,1.0,7.0,4.25,5.636363636363637,7.0,5.25,4.0,10.0,1.0,1.0,4.666666666666667,1.0,5.5,2.8,4.857142857142857,4.333333333333333,10.0,5.5,10.0,5.666666666666668,1.0
2,55-64,,4,4.0,1.0,4.0,5.25,6.181818181818182,7.0,6.0,4.0,4.6,1.0,1.0,2.6666666666666665,3.25,5.5,3.53125,2.9285714285714284,2.6666666666666665,10.0,5.5,10.0,5.333333333333333,1.0
1,19-24,,4,1.0,3.25,4.0,6.0,6.333333333333333,7.0,5.5,1.0,8.2,1.0,1.0,5.0,3.25,1.0,3.025,2.2857142857142856,3.6666666666666665,10.0,5.5,1.0,5.333333333333333,1.0
1,19-24,,4,1.0,1.0,4.0,6.25,6.454545454545455,7.0,6.5,4.0,1.0,1.0,1.0,4.333333333333333,3.25,7.75,3.025,2.9285714285714284,1.6666666666666667,10.0,3.25,10.0,4.0,1.0
1,45-54,,4,4.0,3.25,1.0,3.25,6.7272727272727275,7.0,4.75,,4.6,1.0,1.0,5.666666666666668,3.25,5.5,3.6999999999999997,1.6428571428571428,3.6666666666666665,10.0,3.25,1.0,6.0,1.0
2,35-44,,4,1.0,3.25,4.0,4.25,6.181818181818182,7.0,4.0,1.0,4.6,1.0,1.0,4.333333333333333,3.25,7.75,3.25,2.9285714285714284,4.333333333333333,1.0,3.25,10.0,5.0,1.0
1,25-34,,4,1.0,3.25,4.0,3.25,6.181818181818182,7.0,6.25,1.0,2.8,5.5,1.0,5.333333333333333,3.25,5.5,2.6875,4.214285714285714,4.0,10.0,3.25,10.0,3.0,1.0
2,45-54,,4,1.0,3.25,4.0,5.25,6.181818181818182,7.0,6.25,1.0,8.2,1.0,1.0,7.0,5.5,3.25,3.475,2.2857142857142856,4.0,10.0,5.5,1.0,3.6666666666666665,1.0
1,45-54,,4,7.0,3.25,1.0,4.75,8.636363636363637,10.0,5.75,1.0,4.6,1.0,1.0,4.333333333333333,5.5,5.5,2.8,1.0,1.6666666666666667,1.0,5.5,1.0,5.666666666666668,1.0
2,0-18,,4,4.0,3.25,1.0,3.0,5.363636363636363,7.0,5.25,7.0,4.6,1.0,1.0,3.6666666666666665,3.25,3.25,3.025,1.6428571428571428,3.333333333333334,10.0,3.25,10.0,6.333333333333333,3.571428571428571
2,55-64,,4,7.0,1.0,1.0,4.5,6.454545454545455,7.0,4.75,4.0,4.6,1.0,1.0,5.0,3.25,5.5,3.25,1.6428571428571428,2.6666666666666665,10.0,3.25,10.0,5.0,1.0
1,19-24,,4,1.0,3.25,4.0,7.5,6.181818181818182,10.0,4.75,4.0,2.8,1.0,1.0,4.666666666666667,5.5,5.5,1.9,6.142857142857142,5.666666666666668,1.0,1.0,1.0,3.333333333333334,1.0
2,19-24,,4,10.0,3.25,4.0,3.25,5.363636363636363,10.0,4.25,7.0,10.0,5.5,1.0,3.6666666666666665,1.0,5.5,3.9250000000000003,1.6428571428571428,1.6666666666666667,10.0,5.5,10.0,6.0,1.0
1,45-54,,4,4.0,5.5,4.0,7.333333333333334,6.454545454545455,10.0,5.25,,2.8,1.0,1.0,8.0,3.25,5.5,3.025,2.2857142857142856,2.0,10.0,3.25,10.0,3.333333333333334,1.0
2,25-34,,4,7.0,7.75,1.0,4.75,5.636363636363637,10.0,4.0,4.0,8.2,1.0,1.0,2.6666666666666665,1.0,1.0,4.15,1.6428571428571428,1.6666666666666667,10.0,3.25,10.0,6.333333333333333,1.0
1,19-24,,4,7.0,3.25,4.0,6.0,7.2727272727272725,4.0,4.75,4.0,1.0,1.0,1.0,4.333333333333333,1.0,5.5,1.9,4.214285714285714,5.666666666666668,1.0,1.0,10.0,3.333333333333334,1.0
2,45-54,,4,1.0,5.5,4.0,10.0,9.181818181818182,10.0,,1.0,8.2,,,8.0,1.0,1.0,4.15,1.0,3.0,10.0,5.5,,6.333333333333333,1.0
2,0-18,,4,4.0,7.75,4.0,8.5,7.2727272727272725,10.0,6.666666666666667,1.0,4.6,1.0,1.0,1.0,3.25,1.0,4.15,1.6428571428571428,3.0,10.0,3.25,10.0,6.333333333333333,1.0
1,19-24,,4,10.0,3.25,4.0,9.0,7.545454545454545,10.0,4.333333333333333,,2.8,1.0,1.0,10.0,1.0,3.25,1.225,6.142857142857142,4.666666666666667,1.0,3.25,5.5,4.0,1.0
1,45-54,,4,4.0,7.75,4.0,4.333333333333333,6.181818181818182,4.0,3.0,4.0,4.6,1.0,1.0,4.0,1.0,5.5,2.575,5.5,1.0,10.0,3.25,10.0,6.333333333333333,1.0
2,25-34,,4,4.0,7.75,4.0,5.333333333333333,4.818181818181818,4.0,3.75,7.0,8.2,5.5,1.0,2.0,1.0,5.5,3.9250000000000003,1.6428571428571428,4.333333333333333,10.0,5.5,10.0,4.666666666666667,1.0
1,65+,,4,4.0,5.5,4.0,9.5,5.363636363636363,10.0,3.6666666666666665,,4.6,1.0,1.0,3.6666666666666665,5.5,3.25,1.84375,4.214285714285714,5.0,10.0,3.25,10.0,4.0,1.0
1,45-54,,4,7.0,7.75,1.0,5.0,5.636363636363637,10.0,4.25,4.0,8.2,1.0,1.0,3.0,1.0,5.5,3.475,2.9285714285714284,1.6666666666666667,10.0,5.5,10.0,6.333333333333333,1.0
2,55-64,,4,4.0,7.75,4.0,4.75,5.090909090909092,10.0,3.5,4.0,10.0,5.5,1.0,2.6666666666666665,1.0,1.0,4.15,1.0,2.0,10.0,5.5,10.0,6.333333333333333,1.0
1,65+,,4,10.0,5.5,1.0,5.5,5.909090909090908,10.0,4.666666666666667,4.0,10.0,1.0,1.0,3.0,1.0,5.5,3.9250000000000003,1.0,2.6666666666666665,10.0,3.25,5.5,4.5,1.0
1,25-34,,4,7.0,5.5,4.0,5.25,5.363636363636363,10.0,4.5,4.0,8.2,5.5,1.0,3.6666666666666665,1.0,5.5,3.475,1.6428571428571428,2.3333333333333335,10.0,3.25,10.0,6.333333333333333,1.0
1,19-24,,4,10.0,7.75,1.0,6.333333333333333,4.818181818181818,10.0,3.0,4.0,8.2,1.0,1.0,3.0,1.0,5.5,4.15,1.6428571428571428,2.3333333333333335,10.0,1.0,10.0,5.0,1.0
2,55-64,,4,10.0,3.25,1.0,5.5,4.2727272727272725,10.0,3.0,,8.2,5.5,1.0,3.333333333333334,1.0,5.5,4.15,1.0,1.6666666666666667,10.0,5.5,10.0,6.0,1.0
1,25-34,,4,10.0,5.5,1.0,5.0,3.7272727272727275,10.0,5.75,4.0,10.0,1.0,1.0,2.6666666666666665,1.0,5.5,3.6999999999999997,1.6428571428571428,2.3333333333333335,10.0,1.0,10.0,6.333333333333333,1.0
1,19-24,,4,1.0,5.5,10.0,8.25,4.545454545454545,7.0,7.0,7.0,8.2,5.5,5.5,8.666666666666666,3.25,7.75,4.15,1.6428571428571428,8.666666666666666,10.0,5.5,10.0,6.0,1.0
1,19-24,,4,1.0,5.5,1.0,7.0,7.818181818181819,10.0,8.0,10.0,2.8,,1.0,6.0,1.0,1.0,3.9250000000000003,1.6428571428571428,4.0,1.0,3.25,5.5,5.5,1.0
2,19-24,,4,10.0,7.75,1.0,2.25,5.363636363636363,7.0,4.5,4.0,4.6,5.5,1.0,1.0,1.0,7.75,3.9250000000000003,2.2857142857142856,1.0,10.0,3.25,1.0,6.333333333333333,1.0
2,35-44,,4,10.0,10.0,1.0,3.5,4.2727272727272725,7.0,5.5,1.0,2.8,5.5,1.0,2.6666666666666665,1.0,7.75,3.6999999999999997,1.6428571428571428,1.0,10.0,5.5,10.0,5.666666666666668,1.0
2,19-24,,4,4.0,10.0,1.0,1.0,3.7272727272727275,4.0,4.5,,6.3999999999999995,5.5,1.0,1.0,1.0,5.5,4.15,1.6428571428571428,1.0,1.0,5.5,10.0,4.333333333333333,2.2857142857142856
2,55-64,,4,10.0,10.0,10.0,6.25,5.363636363636363,10.0,2.3333333333333335,1.0,8.2,5.5,1.0,8.666666666666666,1.0,5.5,3.9250000000000003,2.2857142857142856,10.0,10.0,5.5,1.0,7.666666666666667,1.0
1,0-18,,4,7.0,10.0,4.0,2.25,3.1818181818181817,4.0,6.25,4.0,2.8,5.5,5.5,1.0,1.0,7.75,3.6999999999999997,2.2857142857142856,1.0,1.0,5.5,1.0,5.0,1.0
1,65+,,4,4.0,7.75,4.0,3.25,4.2727272727272725,4.0,5.5,1.0,2.8,1.0,1.0,1.0,1.0,5.5,4.15,1.0,1.0,1.0,3.25,10.0,7.333333333333334,1.0
1,35-44,,1,4.0,10.0,7.0,2.0,4.2727272727272725,4.0,5.5,1.0,4.6,1.0,1.0,1.0,1.0,7.75,4.15,2.9285714285714284,1.0,1.0,1.0,10.0,7.333333333333334,2.2857142857142856
2,19-24,,4,10.0,5.5,1.0,4.5,9.181818181818182,10.0,6.25,4.0,2.8,5.5,1.0,4.333333333333333,1.0,5.5,4.65625,4.857142857142857,4.666666666666667,10.0,7.75,1.0,6.333333333333333,1.0
1,25-34,,4,7.0,7.75,1.0,1.0,5.363636363636363,10.0,5.0,4.0,1.0,5.5,1.0,2.0,1.0,3.25,4.15,1.6428571428571428,1.0,1.0,3.25,10.0,7.0,2.2857142857142856
1,25-34,,4,4.0,10.0,7.0,1.5,7.818181818181819,7.0,5.5,7.0,4.6,5.5,1.0,1.6666666666666667,7.75,5.5,3.6999999999999997,1.6428571428571428,1.0,1.0,3.25,1.0,8.5,1.0
1,25-34,,4,10.0,7.75,4.0,6.5,1.5454545454545456,7.0,7.0,4.0,4.6,1.0,1.0,4.666666666666667,1.0,5.5,3.025,1.6428571428571428,5.333333333333333,10.0,7.75,10.0,5.666666666666668,1.0
2,45-54,,4,4.0,7.75,1.0,1.0,5.636363636363637,10.0,6.5,4.0,4.6,10.0,1.0,1.0,3.25,5.5,4.15,1.0,1.0,10.0,7.75,1.0,6.666666666666667,2.2857142857142856
1,19-24,,1,4.0,10.0,1.0,1.0,4.0,4.0,4.0,1.0,6.3999999999999995,5.5,1.0,1.6666666666666667,1.0,7.75,4.65625,1.6428571428571428,1.6666666666666667,10.0,5.5,1.0,7.0,1.0
2,25-34,,4,7.0,10.0,7.0,1.0,5.090909090909092,7.0,5.5,4.0,4.6,5.5,1.0,1.0,1.0,7.75,3.6999999999999997,2.2857142857142856,2.6666666666666665,10.0,5.5,1.0,6.0,1.0
2,25-34,,1,4.0,10.0,10.0,2.0,5.909090909090908,7.0,3.0,1.0,6.3999999999999995,5.5,1.0,1.0,1.0,7.75,4.65625,1.6428571428571428,1.0,1.0,3.25,1.0,7.0,1.0
1,0-18,,1,4.0,10.0,4.0,2.0,4.818181818181818,7.0,6.5,4.0,6.3999999999999995,1.0,1.0,1.0,1.0,1.0,4.15,2.2857142857142856,1.6666666666666667,10.0,5.5,5.5,6.333333333333333,1.0
1,25-34,,1,4.0,10.0,4.0,1.0,4.545454545454545,7.0,4.75,4.0,6.3999999999999995,1.0,1.0,1.0,1.0,7.75,4.65625,4.857142857142857,1.0,1.0,3.25,10.0,7.0,1.0
1,35-44,,1,4.0,7.75,1.0,4.0,5.636363636363637,7.0,5.5,,6.3999999999999995,1.0,1.0,1.0,3.25,5.5,4.15,1.0,2.6666666666666665,1.0,1.0,10.0,5.333333333333333,1.0
1,25-34,,4,4.0,7.75,4.0,2.0,6.7272727272727275,10.0,1.0,1.0,2.8,5.5,1.0,1.0,1.0,7.75,2.8,2.2857142857142856,1.0,1.0,5.5,10.0,6.666666666666667,3.571428571428571
1,19-24,,4,7.0,3.25,4.0,4.25,7.2727272727272725,7.0,2.75,4.0,4.6,5.5,1.0,5.666666666666668,1.0,5.5,1.225,5.5,2.6666666666666665,1.0,1.0,1.0,3.0,1.0
1,19-24,,4,7.0,3.25,4.0,5.25,8.363636363636363,7.0,2.75,4.0,4.6,5.5,1.0,6.0,1.0,5.5,1.225,4.857142857142857,2.3333333333333335,1.0,1.0,1.0,3.0,1.0
1,35-44,,4,4.0,5.5,7.0,4.75,4.0,7.0,2.0,4.0,6.3999999999999995,1.0,1.0,5.333333333333333,1.0,5.5,3.6999999999999997,2.9285714285714284,1.0,1.0,1.0,10.0,3.0,1.0
1,35-44,,4,7.0,7.75,1.0,4.25,3.1818181818181817,7.0,2.25,4.0,4.6,1.0,1.0,5.333333333333333,1.0,7.75,3.9250000000000003,2.2857142857142856,2.3333333333333335,1.0,1.0,1.0,2.6666666666666665,1.0
2,55-64,,4,7.0,5.5,4.0,4.75,1.5454545454545456,10.0,3.0,4.0,2.8,5.5,1.0,4.0,3.25,5.5,3.475,1.6428571428571428,4.333333333333333,1.0,1.0,10.0,4.666666666666667,1.0
2,55-64,,4,7.0,7.75,1.0,5.25,4.0,4.0,2.25,1.0,8.2,5.5,1.0,4.333333333333333,3.25,5.5,3.9250000000000003,2.2857142857142856,3.0,1.0,1.0,10.0,5.0,1.0
1,45-54,,1,4.0,5.5,4.0,6.0,6.454545454545455,10.0,5.25,1.0,8.2,5.5,1.0,2.3333333333333335,1.0,3.25,2.575,3.571428571428571,1.6666666666666667,1.0,1.0,10.0,5.0,1.0
2,25-34,,1,4.0,7.75,1.0,3.25,4.2727272727272725,10.0,4.25,1.0,4.6,5.5,1.0,6.0,1.0,5.5,4.09375,4.857142857142857,2.0,1.0,1.0,1.0,3.6666666666666665,1.0
2,35-44,,1,1.0,10.0,4.0,2.25,1.0,4.0,3.25,1.0,10.0,5.5,1.0,2.6666666666666665,1.0,7.75,3.6999999999999997,1.0,1.0,10.0,5.5,1.0,7.0,2.2857142857142856
1,55-64,,4,1.0,10.0,4.0,1.25,6.7272727272727275,7.0,5.0,4.0,2.8,1.0,1.0,2.6666666666666665,1.0,3.25,3.6999999999999997,4.857142857142857,1.0,10.0,5.5,10.0,4.0,1.0
1,35-44,,4,7.0,5.5,4.0,2.5,2.6363636363636362,10.0,7.0,4.0,10.0,5.5,10.0,1.3333333333333333,3.25,3.25,3.475,2.9285714285714284,1.0,10.0,7.75,10.0,6.666666666666667,1.0
1,19-24,,4,7.0,5.5,1.0,1.75,6.7272727272727275,7.0,7.5,4.0,6.3999999999999995,5.5,1.0,5.333333333333333,3.25,5.5,3.9250000000000003,3.571428571428571,3.6666666666666665,10.0,5.5,10.0,6.333333333333333,1.0
1,35-44,,4,4.0,5.5,4.0,3.25,3.7272727272727275,4.0,1.5,1.0,4.6,5.5,1.0,4.0,1.0,5.5,2.125,2.2857142857142856,4.0,10.0,5.5,1.0,6.666666666666667,1.0
1,45-54,,1,4.0,5.5,7.0,3.5,3.7272727272727275,4.0,1.0,1.0,6.3999999999999995,5.5,5.5,4.666666666666667,1.0,3.25,2.3499999999999996,2.9285714285714284,4.333333333333333,10.0,7.75,1.0,6.333333333333333,1.0
2,25-34,,1,7.0,7.75,1.0,4.5,4.2727272727272725,10.0,5.0,1.0,4.6,5.5,1.0,4.333333333333333,1.0,5.5,3.6999999999999997,1.6428571428571428,4.333333333333333,1.0,3.25,1.0,3.6666666666666665,1.0
2,0-18,,4,4.0,5.5,7.0,1.75,4.0,10.0,7.5,1.0,4.6,5.5,1.0,5.0,1.0,5.5,3.475,1.0,4.0,10.0,5.5,10.0,6.0,1.0
1,19-24,,1,7.0,7.75,1.0,6.0,4.2727272727272725,10.0,5.0,1.0,2.8,5.5,1.0,5.0,5.5,3.25,3.6999999999999997,5.5,2.6666666666666665,10.0,7.75,10.0,5.333333333333333,1.0
2,19-24,,1,7.0,5.5,1.0,5.25,4.545454545454545,10.0,6.25,1.0,2.8,5.5,1.0,4.666666666666667,1.0,3.25,3.475,4.857142857142857,3.333333333333334,10.0,7.75,10.0,5.0,1.0
2,19-24,,4,10.0,3.25,4.0,4.25,6.7272727272727275,10.0,4.25,10.0,4.6,5.5,1.0,7.666666666666667,1.0,5.5,3.025,3.571428571428571,3.0,10.0,7.75,10.0,5.333333333333333,1.0
2,25-34,,1,4.0,7.75,1.0,4.5,3.7272727272727275,10.0,6.5,1.0,6.3999999999999995,5.5,1.0,4.0,1.0,5.5,3.9250000000000003,2.2857142857142856,4.333333333333333,1.0,1.0,1.0,3.333333333333334,1.0
1,19-24,,4,7.0,5.5,4.0,3.5,4.545454545454545,7.0,3.75,4.0,2.8,5.5,1.0,4.333333333333333,3.25,7.75,3.625,3.571428571428571,3.0,1.0,5.5,10.0,6.0,1.0
2,25-34,,4,1.0,7.75,7.0,7.25,4.2727272727272725,10.0,6.666666666666667,4.0,4.6,1.0,1.0,7.0,1.0,3.25,3.025,2.2857142857142856,2.3333333333333335,1.0,3.25,1.0,2.6666666666666665,1.0
1,65+,,4,4.0,5.5,1.0,6.75,5.363636363636363,10.0,5.0,4.0,4.6,1.0,1.0,4.0,3.25,3.25,2.96875,4.214285714285714,2.3333333333333335,10.0,5.5,10.0,3.333333333333334,1.0
1,25-34,,4,4.0,7.75,4.0,6.5,5.363636363636363,4.0,3.5,7.0,6.3999999999999995,5.5,1.0,4.333333333333333,5.5,5.5,1.9,4.214285714285714,3.0,1.0,3.25,10.0,4.666666666666667,1.0
1,45-54,,4,4.0,7.75,4.0,6.5,5.363636363636363,4.0,3.0,7.0,6.3999999999999995,1.0,1.0,5.0,3.25,5.5,1.9,6.142857142857142,3.0,10.0,5.5,10.0,6.333333333333333,1.0
1,45-54,,4,7.0,5.5,4.0,7.0,4.545454545454545,4.0,4.0,7.0,2.8,1.0,5.5,4.333333333333333,1.0,7.75,2.3499999999999996,6.142857142857142,2.0,1.0,3.25,10.0,4.666666666666667,1.0
2,19-24,,4,7.0,3.25,7.0,7.0,7.2727272727272725,4.0,4.0,7.0,2.8,5.5,1.0,4.666666666666667,1.0,5.5,2.125,6.142857142857142,4.333333333333333,10.0,5.5,1.0,3.0,1.0
1,19-24,,4,7.0,3.25,4.0,7.75,6.181818181818182,10.0,4.333333333333333,7.0,1.0,1.0,1.0,6.0,3.25,5.5,3.025,3.571428571428571,2.6666666666666665,1.0,3.25,10.0,3.333333333333334,1.0
1,45-54,,4,4.0,5.5,4.0,6.75,5.363636363636363,7.0,3.6666666666666665,7.0,6.3999999999999995,1.0,1.0,9.0,1.0,3.25,1.6749999999999998,6.142857142857142,2.0,10.0,3.25,10.0,2.0,1.0
2,65+,,4,1.0,5.5,4.0,7.666666666666667,5.090909090909092,10.0,6.0,4.0,4.6,1.0,1.0,1.6666666666666667,1.0,1.0,4.15,1.0,2.6666666666666665,10.0,3.25,5.5,5.333333333333333,1.0
2,25-34,,4,4.0,5.5,7.0,8.0,7.818181818181819,10.0,5.25,4.0,2.8,5.5,1.0,4.666666666666667,5.5,1.0,3.25,2.9285714285714284,4.333333333333333,10.0,5.5,10.0,6.666666666666667,1.0
2,19-24,,4,7.0,5.5,4.0,4.666666666666667,5.090909090909092,10.0,4.5,4.0,10.0,5.5,1.0,3.333333333333334,3.25,5.5,3.9250000000000003,1.0,2.0,10.0,5.5,10.0,6.333333333333333,1.0
1,25-34,,4,7.0,7.75,4.0,5.333333333333333,4.2727272727272725,10.0,4.5,7.0,8.2,5.5,1.0,3.0,1.0,5.5,4.15,1.6428571428571428,2.6666666666666665,10.0,3.25,10.0,5.333333333333333,1.0
2,45-54,,4,4.0,7.75,4.0,4.5,5.090909090909092,7.0,3.75,4.0,6.3999999999999995,5.5,1.0,4.0,1.0,5.5,3.9250000000000003,1.6428571428571428,1.6666666666666667,10.0,3.25,10.0,5.666666666666668,1.0
1,45-54,,4,4.0,3.25,7.0,8.25,4.0,10.0,5.5,,1.0,1.0,1.0,4.333333333333333,1.0,1.0,2.125,10.0,3.0,1.0,3.25,1.0,2.5,1.0
1,55-64,,4,4.0,5.5,4.0,8.5,4.545454545454545,10.0,4.75,,1.0,1.0,1.0,4.666666666666667,1.0,1.0,2.6875,6.142857142857142,4.666666666666667,1.0,3.25,10.0,3.0,1.0
2,35-44,,4,4.0,3.25,1.0,6.5,4.818181818181818,10.0,5.25,7.0,4.6,5.5,1.0,4.0,1.0,1.0,3.475,2.2857142857142856,2.3333333333333335,10.0,3.25,10.0,3.0,1.0
1,19-24,,4,7.0,1.0,4.0,6.75,7.2727272727272725,10.0,3.5,4.0,4.6,1.0,1.0,3.6666666666666665,1.0,5.5,2.125,10.0,5.0,1.0,3.25,10.0,4.5,1.0
1,19-24,,4,4.0,7.75,4.0,6.25,4.0,4.0,,10.0,4.6,5.5,5.5,3.6666666666666665,1.0,1.0,4.75,1.6428571428571428,2.0,10.0,5.5,10.0,5.666666666666668,1.0
2,55-64,,4,7.0,5.5,4.0,5.0,4.818181818181818,1.0,3.0,7.0,6.3999999999999995,5.5,1.0,3.0,1.0,5.5,4.15,1.0,1.0,10.0,5.5,1.0,4.333333333333333,1.0
1,35-44,,4,4.0,5.5,7.0,3.0,7.0,7.0,6.0,1.0,2.8,5.5,1.0,3.6666666666666665,1.0,5.5,3.025,1.6428571428571428,2.0,10.0,5.5,10.0,6.0,1.0
1,35-44,,4,4.0,5.5,7.0,2.25,7.2727272727272725,7.0,7.0,1.0,2.8,5.5,1.0,2.6666666666666665,3.25,5.5,2.3499999999999996,2.2857142857142856,2.3333333333333335,10.0,5.5,10.0,6.333333333333333,1.0
1,19-24,,4,4.0,5.5,7.0,3.5,7.2727272727272725,7.0,6.666666666666667,4.0,1.0,5.5,5.5,3.0,1.0,3.25,2.875,2.2857142857142856,1.0,10.0,3.25,1.0,6.333333333333333,3.571428571428571
1,25-34,,4,1.0,7.75,4.0,4.75,4.545454545454545,4.0,7.0,4.0,1.0,5.5,5.5,1.6666666666666667,1.0,5.5,3.025,1.6428571428571428,1.0,10.0,5.5,1.0,6.0,1.0
2,45-54,,4,4.0,5.5,7.0,1.0,7.2727272727272725,7.0,7.25,1.0,4.6,5.5,1.0,1.5,1.0,3.25,1.225,3.571428571428571,1.0,10.0,5.5,1.0,6.666666666666667,3.571428571428571
1,0-18,,4,4.0,5.5,7.0,1.5,7.2727272727272725,7.0,7.0,1.0,4.6,5.5,5.5,2.0,1.0,5.5,3.025,1.6428571428571428,1.0,10.0,3.25,1.0,6.0,2.2857142857142856
1,35-44,,4,4.0,5.5,7.0,2.5,7.2727272727272725,7.0,6.75,1.0,2.8,5.5,5.5,3.0,1.0,7.75,1.225,1.6428571428571428,1.0,10.0,3.25,1.0,6.666666666666667,3.571428571428571
2,25-34,,4,4.0,5.5,7.0,2.0,7.2727272727272725,7.0,6.5,1.0,4.6,5.5,5.5,1.0,1.0,5.5,3.025,1.6428571428571428,1.0,10.0,5.5,10.0,6.0,2.2857142857142856
